# use CTRL + F to search

Symbol: AGLD | Network: ERC20 | Withdrawal fee: 10.0
Symbol: MAN | Network: MAN | Withdrawal fee: 1.0
Symbol: JF | Network: OKT | Withdrawal fee: 0.0
Symbol: DPI | Network: ERC20 | Withdrawal fee: 0.0
Symbol: EVER | Network: EVER | Withdrawal fee: 10.0
Symbol: EVER | Network: ERC20 | Withdrawal fee: 100.0
Symbol: MAV | Network: ERC20 | Withdrawal fee: 25.0
Symbol: DPR | Network: ERC20 | Withdrawal fee: 616.0
Symbol: JT | Network: ERC20 | Withdrawal fee: 109.0
Symbol: QUICK | Network: MATIC | Withdrawal fee: 0.00025
Symbol: QUICK | Network: ERC20 | Withdrawal fee: 0.08
Symbol: PENDLE | Network: ERC20 | Withdrawal fee: 12.0
Symbol: NPAS | Network: ERC20 | Withdrawal fee: 333.0
Symbol: IDYP | Network: ERC20 | Withdrawal fee: 4538.0
Symbol: WNCG | Network: ERC20 | Withdrawal fee: 89.0
Symbol: BHTX | Network: ERC20 | Withdrawal fee: 0.0
Symbol: MBL | Network: ONT | Withdrawal fee: 900.0
Symbol: HYN | Network: ERC20 | Withdrawal fee: 0.0
Symbol: WAIT | Network: ERC20 | Withdrawal fee: 37.0
Symbol: NXRA | Network: ERC20 | Withdrawal fee: 1.0
Symbol: MBS | Network: SOL | Withdrawal fee: 42.0
Symbol: UFEWO | Network: ERC20 | Withdrawal fee: 1974.0
Symbol: MBX | Network: KLAY | Withdrawal fee: 0.07
Symbol: QKC | Network: QKC | Withdrawal fee: 1.0
Symbol: QKC | Network: ERC20 | Withdrawal fee: 1157.0
Symbol: ROSE | Network: ROSE | Withdrawal fee: 5.0
Symbol: MCC | Network: NEO | Withdrawal fee: 500.0
Symbol: MCB | Network: ERC20 | Withdrawal fee: 0.62
Symbol: MCH | Network: ERC20 | Withdrawal fee: 126.0
Symbol: QKL | Network: ERC20 | Withdrawal fee: 0.0
Symbol: CRETA | Network: MATIC | Withdrawal fee: 3.0
Symbol: QUIDD | Network: ERC20 | Withdrawal fee: 8.5
Symbol: LF | Network: ERC20 | Withdrawal fee: 1.0
Symbol: CPAY | Network: CENNZ | Withdrawal fee: 50.0
Symbol: GOTG | Network: ERC20 | Withdrawal fee: 27.0
Symbol: AUCTION | Network: ERC20 | Withdrawal fee: 1.27
Symbol: DRK | Network: DRK | Withdrawal fee: 1.0
Symbol: LAYER | Network: ERC20 | Withdrawal fee: 100.0
Symbol: BADGER | Network: ERC20 | Withdrawal fee: 3.82
Symbol: MULTI | Network: ERC20 | Withdrawal fee: 0.25
Symbol: DRM | Network: ERC20 | Withdrawal fee: 1495.0
Symbol: MCT | Network: ERC20 | Withdrawal fee: 750.0
Symbol: WOMOLD | Network: ERC20 | Withdrawal fee: 0.0
Symbol: LM | Network: ERC20 | Withdrawal fee: 0.0
Symbol: LN | Network: LINE | Withdrawal fee: 0.1
Symbol: SINGLE | Network: CRONOS | Withdrawal fee: 0.0
Symbol: PEGS | Network: ERC20 | Withdrawal fee: 0.0
Symbol: SAITAMAV1 | Network: ETH | Withdrawal fee: 0.0
Symbol: WEST | Network: WEST | Withdrawal fee: 1.0
Symbol: UTI | Network: ERC20 | Withdrawal fee: 0.0
Symbol: MDA | Network: ERC20 | Withdrawal fee: 0.0
Symbol: MDF | Network: ERC20 | Withdrawal fee: 0.0
Symbol: MDF | Network: SOL | Withdrawal fee: 0.0
Symbol: RILLA | Network: OP | Withdrawal fee: 15.0
Symbol: HEGIC | Network: ERC20 | Withdrawal fee: 146.0
Symbol: DSD | Network: ERC20 | Withdrawal fee: 0.0
Symbol: MC | Network: ERC20 | Withdrawal fee: 20.0
Symbol: ORBOLD | Network: KLAY | Withdrawal fee: 0.0
Symbol: MDT | Network: KLAY | Withdrawal fee: 10.0
Symbol: ML | Network: ERC20 | Withdrawal fee: 20.0
Symbol: MDU | Network: MDU | Withdrawal fee: 0.0
Symbol: MM | Network: ERC20 | Withdrawal fee: 0.0
Symbol: MDX | Network: HECO | Withdrawal fee: 0.1
Symbol: DSP | Network: ERC20 | Withdrawal fee: 55.0
Symbol: MR | Network: ERC20 | Withdrawal fee: 691389.0
Symbol: DFIAT | Network: ERC20 | Withdrawal fee: 0.0
Symbol: MV | Network: MATIC | Withdrawal fee: 0.5
Symbol: SRLTY | Network: ERC20 | Withdrawal fee: 19325.0
Symbol: MW | Network: MATIC | Withdrawal fee: 0.0
Symbol: KOIN | Network: KOINOS | Withdrawal fee: 1.0
Symbol: MX | Network: ERC20 | Withdrawal fee: 1.5
Symbol: MX | Network: HECO | Withdrawal fee: 0.01
Symbol: MEE | Network: MATIC | Withdrawal fee: 10.0
Symbol: HAWK | Network: SOL | Withdrawal fee: 605.0
Symbol: SWAG | Network: ERC20 | Withdrawal fee: 0.0
Symbol: MED | Network: NONE | Withdrawal fee: 16.0
Symbol: MEF | Network: ERC20 | Withdrawal fee: 0.0
Symbol: SWAP | Network: ERC20 | Withdrawal fee: 55.0
Symbol: SWAP | Network: MATIC | Withdrawal fee: 0.5
Symbol: MIMOLD | Network: MATIC | Withdrawal fee: 0.1
Symbol: WRLD | Network: ERC20 | Withdrawal fee: 251.0
Symbol: DTO | Network: ERC20 | Withdrawal fee: 920.0
Symbol: MEV | Network: ERC20 | Withdrawal fee: 898.0
Symbol: MEV | Network: MEVerse | Withdrawal fee: 2.0
Symbol: BOSON | Network: ERC20 | Withdrawal fee: 28.0
Symbol: DTR | Network: ERC20 | Withdrawal fee: 5.0
Symbol: O3 | Network: ERC20 | Withdrawal fee: 88.0
Symbol: O3 | Network: HECO | Withdrawal fee: 1.0
Symbol: NU | Network: ERC20 | Withdrawal fee: 0.0
Symbol: KOSON | Network: EGLD | Withdrawal fee: 1.0
Symbol: MFA | Network: ERC20 | Withdrawal fee: 0.0
Symbol: DTX | Network: ERC20 | Withdrawal fee: 0.0
Symbol: MFC | Network: ERC20 | Withdrawal fee: 170.0
Symbol: BURP | Network: ERC20 | Withdrawal fee: 0.0
Symbol: BURP | Network: MATIC | Withdrawal fee: 0.0
Symbol: BURN | Network: ERC20 | Withdrawal fee: 0.0
Symbol: MFI | Network: ERC20 | Withdrawal fee: 276.0
Symbol: ALLIN | Network: ERC20 | Withdrawal fee: 1.76
Symbol: WEVE | Network: FTM | Withdrawal fee: 0.0
Symbol: CRAFT | Network: AVAX_CCHAIN | Withdrawal fee: 10.0
Symbol: QNT | Network: ERC20 | Withdrawal fee: 0.038121
Symbol: MFT | Network: ERC20 | Withdrawal fee: 0.0
Symbol: GTC1 | Network: ERC20 | Withdrawal fee: 0.0
Symbol: OM | Network: ERC20 | Withdrawal fee: 0.0
Symbol: DUO | Network: ERC20 | Withdrawal fee: 0.0
Symbol: OP | Network: NONE | Withdrawal fee: 1.0
Symbol: OP | Network: OP | Withdrawal fee: 1.0
Symbol: DUX | Network: MATIC | Withdrawal fee: 5.0
Symbol: BUSY | Network: ERC20 | Withdrawal fee: 2724.0
Symbol: MGC | Network: ERC20 | Withdrawal fee: 0.0
Symbol: LAMB | Network: ERC20 | Withdrawal fee: 10032.0
Symbol: MGG | Network: ERC20 | Withdrawal fee: 1215.0
Symbol: NXTT | Network: MATIC | Withdrawal fee: 40.0
Symbol: QOM | Network: ERC20 | Withdrawal fee: 0.0
Symbol: AVXT | Network: AVAX_CCHAIN | Withdrawal fee: 0.0
Symbol: DVC | Network: ERC20 | Withdrawal fee: 165815.0
Symbol: WAGMI | Network: ONE | Withdrawal fee: 0.0
Symbol: PC | Network: PLUG | Withdrawal fee: 0.1
Symbol: DVD | Network: ERC20 | Withdrawal fee: 0.0
Symbol: DVG | Network: ERC20 | Withdrawal fee: 0.0
Symbol: DVF | Network: ERC20 | Withdrawal fee: 0.0
Symbol: DVI | Network: ERC20 | Withdrawal fee: 192.0
Symbol: BUSD | Network: ERC20 | Withdrawal fee: 4.0
Symbol: ARPA | Network: ERC20 | Withdrawal fee: 100.0
Symbol: POINT | Network: POINT | Withdrawal fee: 1.0
Symbol: POINT | Network: POINTEVM | Withdrawal fee: 1.0
Symbol: ANARCHY | Network: ERC20 | Withdrawal fee: 0.0
Symbol: BDT1 | Network: ERC20 | Withdrawal fee: 0.0
Symbol: THEIRSVERSENFT | Network: NONE | Withdrawal fee: 1.0
Symbol: AAPL | Network: ERC20 | Withdrawal fee: 0.0
Symbol: PS | Network: ERC20 | Withdrawal fee: 0.0
Symbol: DVT | Network: ERC20 | Withdrawal fee: 0.0
Symbol: PT | Network: ERC20 | Withdrawal fee: 0.0
Symbol: KONO | Network: ERC20 | Withdrawal fee: 285.0
Symbol: ZAM | Network: ERC20 | Withdrawal fee: 828.0
Symbol: IMPT | Network: ERC20 | Withdrawal fee: 170.0
Symbol: QI | Network: QTUM | Withdrawal fee: 0.2
Symbol: ZBC | Network: SOL | Withdrawal fee: 208.0
Symbol: AQUARIUS | Network: XLM | Withdrawal fee: 1.0
Symbol: MUSK | Network: ERC20 | Withdrawal fee: 0.0
Symbol: MIC | Network: ERC20 | Withdrawal fee: 0.02
Symbol: VOLT | Network: ERC20 | Withdrawal fee: 20366335.0
Symbol: TOWER | Network: ERC20 | Withdrawal fee: 1426.0
Symbol: MIM | Network: KLAY | Withdrawal fee: 1.0
Symbol: DXD | Network: ERC20 | Withdrawal fee: 0.001
Symbol: MIS | Network: ERC20 | Withdrawal fee: 4.0
Symbol: MIR | Network: ERC20 | Withdrawal fee: 70.0
Symbol: ENSDOMAIN | Network: NONE | Withdrawal fee: 1.0
Symbol: OATHOLD | Network: ERC20 | Withdrawal fee: 0.0
Symbol: DXL | Network: SOL | Withdrawal fee: 34.0
Symbol: BONDLYV2 | Network: ERC20 | Withdrawal fee: 570.0
Symbol: DBIO | Network: NEAR | Withdrawal fee: 0.0
Symbol: SOLID | Network: ERC20 | Withdrawal fee: 10.0
Symbol: MUTE | Network: ERC20 | Withdrawal fee: 12.0
Symbol: MIX | Network: ERC20 | Withdrawal fee: 28.0
Symbol: ANKR | Network: BEP2 | Withdrawal fee: 20.0
Symbol: ARSW | Network: ASTAREVM | Withdrawal fee: 1.0
Symbol: ZCX | Network: ERC20 | Withdrawal fee: 59.0
Symbol: SB | Network: SOL | Withdrawal fee: 0.0
Symbol: SC | Network: SC | Withdrawal fee: 10.0
Symbol: SD | Network: ERC20 | Withdrawal fee: 3.12
Symbol: SG | Network: ERC20 | Withdrawal fee: 291.0
Symbol: PIVN | Network: MATIC | Withdrawal fee: 25.0
Symbol: SPOOL | Network: ERC20 | Withdrawal fee: 0.0
Symbol: DYP | Network: AVAX_CCHAIN | Withdrawal fee: 1.0
Symbol: EGAME | Network: ERC20 | Withdrawal fee: 69145.0
Symbol: SS | Network: ERC20 | Withdrawal fee: 0.0
Symbol: FUNFI | Network: ERC20 | Withdrawal fee: 19855589521.0
Symbol: MKC | Network: KLAY | Withdrawal fee: 0.0
Symbol: DSLA | Network: ERC20 | Withdrawal fee: 15013.0
Symbol: SZ | Network: ERC20 | Withdrawal fee: 0.0
Symbol: ICB | Network: ERC20 | Withdrawal fee: 760.0
Symbol: ICE | Network: MATIC | Withdrawal fee: 15.0
Symbol: DZI | Network: TRC20 | Withdrawal fee: 0.0
Symbol: MKR | Network: ERC20 | Withdrawal fee: 0.008696
Symbol: ICN | Network: ERC20 | Withdrawal fee: 0.0
Symbol: DODO | Network: ERC20 | Withdrawal fee: 40.0
Symbol: ARTL | Network: AOK | Withdrawal fee: 0.0
Symbol: ICP | Network: ICP | Withdrawal fee: 0.0003
Symbol: ZED | Network: MATIC | Withdrawal fee: 2.0
Symbol: ZEC | Network: ZEC | Withdrawal fee: 0.005
Symbol: ZEE | Network: ERC20 | Withdrawal fee: 190.0
Symbol: PRGC | Network: SOL | Withdrawal fee: 0.0
Symbol: AART | Network: SOL | Withdrawal fee: 0.0
Symbol: HFIL | Network: HECO | Withdrawal fee: 0.0
Symbol: ZEL | Network: ZEL | Withdrawal fee: 0.0
Symbol: ZEN | Network: ZEN | Withdrawal fee: 0.01
Symbol: IMGNAI | Network: ERC20 | Withdrawal fee: 376.0
Symbol: STATOLD | Network: KLAY | Withdrawal fee: 0.0
Symbol: KP3R | Network: ERC20 | Withdrawal fee: 0.0551
Symbol: DOGE | Network: DOGE | Withdrawal fee: 5.0
Symbol: HBAR | Network: HBAR | Withdrawal fee: 1.0
Symbol: TMTG | Network: ERC20 | Withdrawal fee: 46471.0
Symbol: MLN | Network: ERC20 | Withdrawal fee: 0.6708
Symbol: ANML | Network: ERC20 | Withdrawal fee: 12090.0
Symbol: MLT | Network: ERC20 | Withdrawal fee: 47.0
Symbol: QTZ | Network: QTZ | Withdrawal fee: 10.0
Symbol: UM | Network: MATIC | Withdrawal fee: 0.0
Symbol: EVRY | Network: ERC20 | Withdrawal fee: 197.0
Symbol: IDV | Network: ERC20 | Withdrawal fee: 0.0
Symbol: UP | Network: TRC20 | Withdrawal fee: 1.0
Symbol: QUA | Network: ERC20 | Withdrawal fee: 30.0
Symbol: IDX | Network: IDX | Withdrawal fee: 0.0
Symbol: SFIN | Network: SGB | Withdrawal fee: 0.0001
Symbol: UT | Network: UT | Withdrawal fee: 10.0
Symbol: OSMO | Network: OSMO | Withdrawal fee: 0.0001
Symbol: ARMOR | Network: ERC20 | Withdrawal fee: 1149.0
Symbol: MMF | Network: MATIC | Withdrawal fee: 0.0
Symbol: LOVE1 | Network: ERC20 | Withdrawal fee: 0.0
Symbol: MMO | Network: MATIC | Withdrawal fee: 0.08
Symbol: IECT | Network: ERC20 | Withdrawal fee: 0.0
Symbol: TECH | Network: ERC20 | Withdrawal fee: 0.0
Symbol: TECH | Network: MATIC | Withdrawal fee: 0.0
Symbol: VI | Network: ERC20 | Withdrawal fee: 0.0
Symbol: BULL1 | Network: ERC20 | Withdrawal fee: 0.0
Symbol: MMY | Network: FTM | Withdrawal fee: 0.03
Symbol: COMBO | Network: ERC20 | Withdrawal fee: 215.0
Symbol: VSYS | Network: VSYS | Withdrawal fee: 9.0
Symbol: A5T | Network: ERC20 | Withdrawal fee: 0.0
Symbol: YLDY | Network: ALGO | Withdrawal fee: 1200.0
Symbol: PERC | Network: ERC20 | Withdrawal fee: 12.0
Symbol: GEIST | Network: FTM | Withdrawal fee: 0.0
Symbol: UFARM | Network: ERC20 | Withdrawal fee: 1600.0
Symbol: QVI | Network: ERC20 | Withdrawal fee: 15.0
Symbol: CLEV | Network: ERC20 | Withdrawal fee: 0.05
Symbol: PERI | Network: ERC20 | Withdrawal fee: 88.0
Symbol: PERL | Network: ERC20 | Withdrawal fee: 0.0
Symbol: WE | Network: KLAY | Withdrawal fee: 0.45
Symbol: MNR | Network: KLAY | Withdrawal fee: 200.0
Symbol: AAVE | Network: ERC20 | Withdrawal fee: 0.2504
Symbol: XRPBEAR | Network: ERC20 | Withdrawal fee: 0.0
Symbol: PERP | Network: ERC20 | Withdrawal fee: 4.3
Symbol: X1 | Network: ERC20 | Withdrawal fee: 2.0
Symbol: WATT | Network: ERC20 | Withdrawal fee: 201.0
Symbol: FUND | Network: FUND | Withdrawal fee: 1.0
Symbol: FUND | Network: ERC20 | Withdrawal fee: 19.0
Symbol: MOH | Network: ERC20 | Withdrawal fee: 20.0
Symbol: ZHT | Network: ERC20 | Withdrawal fee: 0.0
Symbol: MOM | Network: MATIC | Withdrawal fee: 10.0
Symbol: BICO | Network: ERC20 | Withdrawal fee: 15.0
Symbol: XSPECTAR | Network: XRP | Withdrawal fee: 4.0
Symbol: STEPWATCH | Network: MATIC | Withdrawal fee: 7.6
Symbol: MOS | Network: ERC20 | Withdrawal fee: 0.0
Symbol: XI | Network: ERC20 | Withdrawal fee: 298.0
Symbol: BLANK | Network: ERC20 | Withdrawal fee: 0.0
Symbol: VAB | Network: ERC20 | Withdrawal fee: 0.0
Symbol: XP | Network: ERC20 | Withdrawal fee: 91.0
Symbol: ZIG | Network: ERC20 | Withdrawal fee: 898.0
Symbol: TEER | Network: TEER | Withdrawal fee: 0.0
Symbol: PEOPLE | Network: ERC20 | Withdrawal fee: 187.0
Symbol: ZIL | Network: ZIL | Withdrawal fee: 0.05
Symbol: VAI | Network: ERC20 | Withdrawal fee: 20.0
Symbol: XX | Network: XX | Withdrawal fee: 2.0
Symbol: ZIP | Network: ERC20 | Withdrawal fee: 0.0
Symbol: XY | Network: ERC20 | Withdrawal fee: 133.0
Symbol: CTXC | Network: CTXC | Withdrawal fee: 1.0
Symbol: CREED | Network: ERC20 | Withdrawal fee: 3.0
Symbol: MPH | Network: ERC20 | Withdrawal fee: 1.94
Symbol: TRAC | Network: ERC20 | Withdrawal fee: 0.0
Symbol: ASTRAFER | Network: MATIC | Withdrawal fee: 0.6
Symbol: PRMX | Network: ERC20 | Withdrawal fee: 2205.0
Symbol: DFYN | Network: ERC20 | Withdrawal fee: 163.0
Symbol: DFYN | Network: MATIC | Withdrawal fee: 2.0
Symbol: TERA1 | Network: TERA | Withdrawal fee: 0.0
Symbol: PETS | Network: ERC20 | Withdrawal fee: 0.0
Symbol: TERA2 | Network: ETH | Withdrawal fee: 1.0
Symbol: XIDO | Network: ERC20 | Withdrawal fee: 2.47
Symbol: WAXL | Network: ERC20 | Withdrawal fee: 13.0
Symbol: OOKI | Network: ERC20 | Withdrawal fee: 2143.0
Symbol: GXCERC20 | Network: ERC20 | Withdrawal fee: 5.0
Symbol: LAYA | Network: ERC20 | Withdrawal fee: 0.1
Symbol: VBT | Network: ERC20 | Withdrawal fee: 0.0
Symbol: MQL | Network: ERC20 | Withdrawal fee: 0.0
Symbol: ANRX | Network: MATIC | Withdrawal fee: 70.0
Symbol: ZO | Network: CFX | Withdrawal fee: 15.0
Symbol: ZKP | Network: MATIC | Withdrawal fee: 8.0
Symbol: DIVER | Network: ERC20 | Withdrawal fee: 0.0
Symbol: ZZ | Network: ERC20 | Withdrawal fee: 13.0
Symbol: TRCL | Network: KLAY | Withdrawal fee: 200.0
Symbol: TRCL | Network: NONE | Withdrawal fee: 20.0
Symbol: FUSE | Network: ERC20 | Withdrawal fee: 93.0
Symbol: FUSE | Network: FUSE | Withdrawal fee: 0.00012
Symbol: ZKS | Network: ERC20 | Withdrawal fee: 65.0
Symbol: Pros.Finance | Network: ERC20 | Withdrawal fee: 10.0
Symbol: ATOLO | Network: ATOLO | Withdrawal fee: 2.0
Symbol: MRI | Network: ERC20 | Withdrawal fee: 0.0
Symbol: CHAT | Network: ERC20 | Withdrawal fee: 0.0
Symbol: WITCH | Network: ERC20 | Withdrawal fee: 20.0
Symbol: WITCH | Network: HT | Withdrawal fee: 1.0
Symbol: KIMCHI | Network: ERC20 | Withdrawal fee: 0.0
Symbol: EVMOS | Network: EVMOS | Withdrawal fee: 1.0
Symbol: EVMOS | Network: EVMOSETH | Withdrawal fee: 1.0
Symbol: BIFIF | Network: ERC20 | Withdrawal fee: 0.0
Symbol: CELOTEST | Network: NONE | Withdrawal fee: 0.0
Symbol: ARIES | Network: ERC20 | Withdrawal fee: 0.0
Symbol: MSB | Network: KLAY | Withdrawal fee: 5.0
Symbol: HIBEANZ | Network: ERC20 | Withdrawal fee: 0.0
Symbol: VDS | Network: VOLLAR | Withdrawal fee: 0.0
Symbol: VDR | Network: ERC20 | Withdrawal fee: 6831.0
Symbol: WAXP | Network: WAX | Withdrawal fee: 2.0
Symbol: CREDI | Network: ERC20 | Withdrawal fee: 0.0
Symbol: PAMP | Network: ERC20 | Withdrawal fee: 0.0
Symbol: WBOND | Network: FTM | Withdrawal fee: 0.0
Symbol: VEE | Network: AVAX_CCHAIN | Withdrawal fee: 2300.0
Symbol: VEE | Network: ERC20 | Withdrawal fee: 25488.0
Symbol: VEE | Network: HECO | Withdrawal fee: 180.0
Symbol: FURY | Network: JUNO | Withdrawal fee: 0.0
Symbol: MTA | Network: ERC20 | Withdrawal fee: 261.0
Symbol: MTD | Network: CRONOS | Withdrawal fee: 1.5
Symbol: MTC | Network: ERC20 | Withdrawal fee: 0.0
Symbol: VET | Network: VET | Withdrawal fee: 100.0
Symbol: ZONE | Network: ERC20 | Withdrawal fee: 0.0
Symbol: SEELEOLD | Network: NONE | Withdrawal fee: 1.0
Symbol: OPTIMUS | Network: ERC20 | Withdrawal fee: 10.0
Symbol: VEX | Network: VEX | Withdrawal fee: 100.0
Symbol: EDG | Network: EDG | Withdrawal fee: 90.0
Symbol: MTR | Network: MTRG | Withdrawal fee: 1.0
Symbol: RAZOR | Network: ERC20 | Withdrawal fee: 451.0
Symbol: CARROT | Network: TRC20 | Withdrawal fee: 0.0
Symbol: MTV | Network: ERC20 | Withdrawal fee: 6038.0
Symbol: EDN | Network: ERC20 | Withdrawal fee: 0.0
Symbol: VKRC | Network: LUNC | Withdrawal fee: 1.0
Symbol: SWRV | Network: ERC20 | Withdrawal fee: 105.0
Symbol: NHCT | Network: AVAX_CCHAIN | Withdrawal fee: 10.0
Symbol: HISEALS | Network: ERC20 | Withdrawal fee: 0.0
Symbol: NATION | Network: ERC20 | Withdrawal fee: 0.002
Symbol: ILV | Network: ERC20 | Withdrawal fee: 0.0814
Symbol: XVAX | Network: AVAX_CCHAIN | Withdrawal fee: 0.0
Symbol: IME | Network: AVAX_CCHAIN | Withdrawal fee: 0.0
Symbol: ASTRO | Network: LUNC | Withdrawal fee: 0.2
Symbol: BEAR | Network: ERC20 | Withdrawal fee: 2000000.0
Symbol: ASTRA | Network: ERC20 | Withdrawal fee: 14.0
Symbol: BEAM | Network: BEAM | Withdrawal fee: 0.1
Symbol: GENE1 | Network: ERC20 | Withdrawal fee: 2000.0
Symbol: IMX | Network: ERC20 | Withdrawal fee: 4.9
Symbol: MVD | Network: ERC20 | Withdrawal fee: 0.5
Symbol: CATHEON | Network: MATIC | Withdrawal fee: 100.0
Symbol: XMON | Network: ERC20 | Withdrawal fee: 0.0
Symbol: NOTHERDEED | Network: NONE | Withdrawal fee: 1.0
Symbol: INJ | Network: ERC20 | Withdrawal fee: 1.05
Symbol: VGX | Network: ERC20 | Withdrawal fee: 13.0
Symbol: MW1 | Network: NONE | Withdrawal fee: 1.0
Symbol: EFG | Network: ECOC | Withdrawal fee: 0.0
Symbol: EFI | Network: ERC20 | Withdrawal fee: 76.0
Symbol: MVX | Network: MATIC | Withdrawal fee: 0.3
Symbol: INT | Network: INT | Withdrawal fee: 0.0
Symbol: INS | Network: MATIC | Withdrawal fee: 1250.0
Symbol: VHC | Network: MATIC | Withdrawal fee: 5.0
Symbol: PRTG | Network: ERC20 | Withdrawal fee: 1.6
Symbol: INV | Network: ERC20 | Withdrawal fee: 0.1109
Symbol: INX | Network: ERC20 | Withdrawal fee: 0.0
Symbol: DORA | Network: ERC20 | Withdrawal fee: 1.9
Symbol: TYPOLD | Network: ERC20 | Withdrawal fee: 0.0
Symbol: MEAN | Network: SOL | Withdrawal fee: 18.0
Symbol: SPORT | Network: MATIC | Withdrawal fee: 2.0
Symbol: MWT | Network: MATIC | Withdrawal fee: 30.0
Symbol: IP3 | Network: SOL | Withdrawal fee: 5.2
Symbol: VIB | Network: ERC20 | Withdrawal fee: 0.0
Symbol: EGS | Network: ERC20 | Withdrawal fee: 0.0
Symbol: EGT | Network: ERC20 | Withdrawal fee: 145.0
Symbol: RAD | Network: ERC20 | Withdrawal fee: 6.0
Symbol: RAE | Network: ERC20 | Withdrawal fee: 1.8
Symbol: MXC | Network: ERC20 | Withdrawal fee: 0.0
Symbol: RAK | Network: ERC20 | Withdrawal fee: 0.06
Symbol: SWTH | Network: NEO | Withdrawal fee: 15.0
Symbol: SWTH | Network: NEO3 | Withdrawal fee: 1.0
Symbol: ASAP | Network: ETH | Withdrawal fee: 150.0
Symbol: PATH | Network: ERC20 | Withdrawal fee: 240.0
Symbol: BZNT | Network: ERC20 | Withdrawal fee: 0.0
Symbol: SKOLL | Network: ERC20 | Withdrawal fee: 5825413732.0
Symbol: MMTV | Network: ERC20 | Withdrawal fee: 0.0
Symbol: MXT | Network: ERC20 | Withdrawal fee: 4173.0
Symbol: TRIX | Network: ERC20 | Withdrawal fee: 0.0
Symbol: RAY | Network: SOL | Withdrawal fee: 4.6
Symbol: MMUI | Network: MMUI | Withdrawal fee: 1.0
Symbol: JEWEL | Network: ONE | Withdrawal fee: 1.0
Symbol: RBC | Network: ERC20 | Withdrawal fee: 96.0
Symbol: Mimosa | Network: HECO | Withdrawal fee: 0.0
Symbol: RBN | Network: ERC20 | Withdrawal fee: 26.0
Symbol: ZRX | Network: ERC20 | Withdrawal fee: 19.0
Symbol: AAA | Network: ERC20 | Withdrawal fee: 534957.0
Symbol: WNXM | Network: ERC20 | Withdrawal fee: 1.0795
Symbol: RBT | Network: XLM | Withdrawal fee: 0.0
Symbol: AAG | Network: ERC20 | Withdrawal fee: 1194.0
Symbol: RBX | Network: RBX | Withdrawal fee: 0.1
Symbol: TITAN | Network: MATIC | Withdrawal fee: 5000000.0
Symbol: HEART | Network: ERC20 | Withdrawal fee: 242.0
Symbol: IRIS | Network: IRIS | Withdrawal fee: 10.0
Symbol: MATTEROLD | Network: ERC20 | Withdrawal fee: 1.0
Symbol: SOFI | Network: ERC20 | Withdrawal fee: 77.0
Symbol: VKR | Network: LUNA2 | Withdrawal fee: 1.0
Symbol: GEOJAM | Network: ERC20 | Withdrawal fee: 0.0
Symbol: ABBC | Network: ABBC | Withdrawal fee: 0.1
Symbol: DOSE | Network: ERC20 | Withdrawal fee: 707.0
Symbol: VKT | Network: ERC20 | Withdrawal fee: 6.0
Symbol: DIONE | Network: ERC20 | Withdrawal fee: 6362.0
Symbol: OKLP | Network: MATIC | Withdrawal fee: 60.0
Symbol: TERA | Network: ERC20 | Withdrawal fee: 49108773436.0
Symbol: TERAOLD | Network: ETH | Withdrawal fee: 0.0
Symbol: ABL | Network: ERC20 | Withdrawal fee: 0.0
Symbol: ZTG | Network: ZTG | Withdrawal fee: 0.1
Symbol: EJS | Network: ERC20 | Withdrawal fee: 700.0
Symbol: LUFFYOLD | Network: ERC20 | Withdrawal fee: 0.0
Symbol: MEGA | Network: TONCOIN | Withdrawal fee: 0.1
Symbol: ISA | Network: AVAX_CCHAIN | Withdrawal fee: 0.0
Symbol: DXGM | Network: ERC20 | Withdrawal fee: 587.0
Symbol: RDN | Network: ERC20 | Withdrawal fee: 0.0
Symbol: SEELE | Network: ERC20 | Withdrawal fee: 0.0
Symbol: TIGER | Network: ERC20 | Withdrawal fee: 2408480797.0
Symbol: BING | Network: ERC20 | Withdrawal fee: 0.0
Symbol: ACA | Network: ACALA | Withdrawal fee: 1.0
Symbol: ISK | Network: MATIC | Withdrawal fee: 0.0
Symbol: ACH | Network: ERC20 | Withdrawal fee: 404.0
Symbol: ISP | Network: ERC20 | Withdrawal fee: 6237.0
Symbol: DOUGH | Network: ERC20 | Withdrawal fee: 0.0
Symbol: MINA | Network: MINA | Withdrawal fee: 1.0
Symbol: VTHO | Network: VET | Withdrawal fee: 100.0
Symbol: PACHA | Network: ERC20 | Withdrawal fee: 36509.0
Symbol: JUNO | Network: JUNO | Withdrawal fee: 0.1
Symbol: EKT | Network: ERC20 | Withdrawal fee: 0.0
Symbol: BIOFI | Network: AVAX_CCHAIN | Withdrawal fee: 160.0
Symbol: RED | Network: ERC20 | Withdrawal fee: 8830.0
Symbol: ACS | Network: SOL | Withdrawal fee: 100.0
Symbol: REF | Network: NEAR | Withdrawal fee: 1.0
Symbol: LSDS | Network: ERC20 | Withdrawal fee: 19.0
Symbol: ACX | Network: ERC20 | Withdrawal fee: 95.0
Symbol: ACX | Network: BOBA | Withdrawal fee: 10.0
Symbol: ACX | Network: MATIC | Withdrawal fee: 25.0
Symbol: ACX | Network: OP | Withdrawal fee: 1.0
Symbol: REI | Network: REI | Withdrawal fee: 14.0
Symbol: MINE | Network: PLEX | Withdrawal fee: 2.0
